Commercial Part No,Part No,Reference,Flash,RAM
STM32H742BIT6,STM32H742BI,STM32H742BITx,2048 kBytes,692 kBytes
STM32H742IGK6,STM32H742IG,STM32H742IGKx,1024 kBytes,692 kBytes
STM32H742IGT6,STM32H742IG,STM32H742IGTx,1024 kBytes,692 kBytes
STM32H742IIK6,STM32H742II,STM32H742IIKx,2048 kBytes,692 kBytes
STM32H742IIT6,STM32H742II,STM32H742IITx,2048 kBytes,692 kBytes
STM32H742VGH6,STM32H742VG,STM32H742VGHx,1024 kBytes,692 kBytes
STM32H742VGT6,STM32H742VG,STM32H742VGTx,1024 kBytes,692 kBytes
STM32H742VGT6TR,STM32H742VG,STM32H742VGTx,1024 kBytes,692 kBytes
STM32H742VIH6,STM32H742VI,STM32H742VIHx,2048 kBytes,692 kBytes
STM32H742VIH6TR,STM32H742VI,STM32H742VIHx,2048 kBytes,692 kBytes
STM32H742VIT6,STM32H742VI,STM32H742VITx,2048 kBytes,692 kBytes
STM32H742VIT6TR,STM32H742VI,STM32H742VITx,2048 kBytes,692 kBytes
STM32H742XGH6,STM32H742XG,STM32H742XGHx,1024 kBytes,692 kBytes
STM32H742XIH6,STM32H742XI,STM32H742XIHx,2048 kBytes,692 kBytes
STM32H742ZGT6,STM32H742ZG,STM32H742ZGTx,1024 kBytes,692 kBytes
STM32H742ZIT6,STM32H742ZI,STM32H742ZITx,2048 kBytes,692 kBytes
STM32H743AGI6,STM32H743AG,STM32H743AGIx,1024 kBytes,1024 kBytes
STM32H743AII6,STM32H743AI,STM32H743AIIx,2048 kBytes,1024 kBytes
STM32H743AII6TR,STM32H743AI,STM32H743AIIx,2048 kBytes,1024 kBytes
STM32H743BGT6,STM32H743BG,STM32H743BGTx,1024 kBytes,1024 kBytes
STM32H743BIT6,STM32H743BI,STM32H743BITx,2048 kBytes,1024 kBytes
STM32H743IGK6,STM32H743IG,STM32H743IGKx,1024 kBytes,1024 kBytes
STM32H743IGT6,STM32H743IG,STM32H743IGTx,1024 kBytes,1024 kBytes
STM32H743IIK6,STM32H743II,STM32H743IIKx,2048 kBytes,1024 kBytes
STM32H743IIK6TR,STM32H743II,STM32H743IIKx,2048 kBytes,1024 kBytes
STM32H743IIT6,STM32H743II,STM32H743IITx,2048 kBytes,1024 kBytes
STM32H743VGH6,STM32H743VG,STM32H743VGHx,1024 kBytes,1024 kBytes
STM32H743VGT6,STM32H743VG,STM32H743VGTx,1024 kBytes,1024 kBytes
STM32H743VIH6,STM32H743VI,STM32H743VIHx,2048 kBytes,1024 kBytes
STM32H743VIH6TR,STM32H743VI,STM32H743VIHx,2048 kBytes,1024 kBytes
STM32H743VIT6,STM32H743VI,STM32H743VITx,2048 kBytes,1024 kBytes
STM32H743VIT6TR,STM32H743VI,STM32H743VITx,2048 kBytes,1024 kBytes
STM32H743XGH6,STM32H743XG,STM32H743XGHx,1024 kBytes,1024 kBytes
STM32H743XIH6,STM32H743XI,STM32H743XIHx,2048 kBytes,1024 kBytes
STM32H743ZGT6,STM32H743ZG,STM32H743ZGTx,1024 kBytes,1024 kBytes
STM32H743ZIT6,STM32H743ZI,STM32H743ZITx,2048 kBytes,1024 kBytes
STM32H745BGT6,STM32H745BG,STM32H745BGTx,1024 kBytes,1024 kBytes
STM32H745BIT3,STM32H745BI,STM32H745BITx,2048 kBytes,1024 kBytes
STM32H745BIT6,STM32H745BI,STM32H745BITx,2048 kBytes,1024 kBytes
STM32H745IGK6,STM32H745IG,STM32H745IGKx,1024 kBytes,1024 kBytes
STM32H745IGT6,STM32H745IG,STM32H745IGTx,1024 kBytes,1024 kBytes
STM32H745IIK3,STM32H745II,STM32H745IIKx,2048 kBytes,1024 kBytes
STM32H745IIK6,STM32H745II,STM32H745IIKx,2048 kBytes,1024 kBytes
STM32H745IIT3,STM32H745II,STM32H745IITx,2048 kBytes,1024 kBytes
STM32H745IIT6,STM32H745II,STM32H745IITx,2048 kBytes,1024 kBytes
STM32H745XGH6,STM32H745XG,STM32H745XGHx,1024 kBytes,1024 kBytes
STM32H745XIH3,STM32H745XI,STM32H745XIHx,2048 kBytes,1024 kBytes
STM32H745XIH3TR,STM32H745XI,STM32H745XIHx,2048 kBytes,1024 kBytes
STM32H745XIH6,STM32H745XI,STM32H745XIHx,2048 kBytes,1024 kBytes
STM32H745XIH6TR,STM32H745XI,STM32H745XIHx,2048 kBytes,1024 kBytes
STM32H745ZGT6,STM32H745ZG,STM32H745ZGTx,1024 kBytes,1024 kBytes
STM32H745ZIT3,STM32H745ZI,STM32H745ZITx,2048 kBytes,1024 kBytes
STM32H745ZIT6,STM32H745ZI,STM32H745ZITx,2048 kBytes,1024 kBytes
STM32H747AGI6,STM32H747AG,STM32H747AGIx,1024 kBytes,1024 kBytes
STM32H747AII6,STM32H747AI,STM32H747AIIx,2048 kBytes,1024 kBytes
STM32H747BGT6,STM32H747BG,STM32H747BGTx,1024 kBytes,1024 kBytes
STM32H747BIT6,STM32H747BI,STM32H747BITx,2048 kBytes,1024 kBytes
STM32H747IGT6,STM32H747IG,STM32H747IGTx,1024 kBytes,1024 kBytes
STM32H747IIT6,STM32H747II,STM32H747IITx,2048 kBytes,1024 kBytes
STM32H747XGH6,STM32H747XG,STM32H747XGHx,1024 kBytes,1024 kBytes
STM32H747XIH6,STM32H747XI,STM32H747XIHx,2048 kBytes,1024 kBytes
STM32H747ZIY6TR,STM32H747ZI,STM32H747ZIYx,2048 kBytes,1024 kBytes
STM32H750IBK6,STM32H750IB,STM32H750IBKx,128 kBytes,1024 kBytes
STM32H750IBT6,STM32H750IB,STM32H750IBTx,128 kBytes,1024 kBytes
STM32H750VBT6,STM32H750VB,STM32H750VBTx,128 kBytes,1024 kBytes
STM32H750VBT6TR,STM32H750VB,STM32H750VBTx,128 kBytes,1024 kBytes
STM32H750XBH6,STM32H750XB,STM32H750XBHx,128 kBytes,1024 kBytes
STM32H750ZBT6,STM32H750ZB,STM32H750ZBTx,128 kBytes,1024 kBytes
STM32H753AII6,STM32H753AI,STM32H753AIIx,2048 kBytes,1024 kBytes
STM32H753BIT6,STM32H753BI,STM32H753BITx,2048 kBytes,1024 kBytes
STM32H753IIK6,STM32H753II,STM32H753IIKx,2048 kBytes,1024 kBytes
STM32H753IIT6,STM32H753II,STM32H753IITx,2048 kBytes,1024 kBytes
STM32H753VIH6,STM32H753VI,STM32H753VIHx,2048 kBytes,1024 kBytes
STM32H753VIT6,STM32H753VI,STM32H753VITx,2048 kBytes,1024 kBytes
STM32H753XIH6,STM32H753XI,STM32H753XIHx,2048 kBytes,1024 kBytes
STM32H753XIH6TR,STM32H753XI,STM32H753XIHx,2048 kBytes,1024 kBytes
STM32H753ZIT6,STM32H753ZI,STM32H753ZITx,2048 kBytes,1024 kBytes
STM32H755BIT3,STM32H755BI,STM32H755BITx,2048 kBytes,1024 kBytes
STM32H755BIT6,STM32H755BI,STM32H755BITx,2048 kBytes,1024 kBytes
STM32H755IIK3,STM32H755II,STM32H755IIKx,2048 kBytes,1024 kBytes
STM32H755IIK6,STM32H755II,STM32H755IIKx,2048 kBytes,1024 kBytes
STM32H755IIT3,STM32H755II,STM32H755IITx,2048 kBytes,1024 kBytes
STM32H755IIT6,STM32H755II,STM32H755IITx,2048 kBytes,1024 kBytes
STM32H755XIH3,STM32H755XI,STM32H755XIHx,2048 kBytes,1024 kBytes
STM32H755XIH6,STM32H755XI,STM32H755XIHx,2048 kBytes,1024 kBytes
STM32H755ZIT3,STM32H755ZI,STM32H755ZITx,2048 kBytes,1024 kBytes
STM32H755ZIT6,STM32H755ZI,STM32H755ZITx,2048 kBytes,1024 kBytes
STM32H757AII6,STM32H757AI,STM32H757AIIx,2048 kBytes,1024 kBytes
STM32H757BIT6,STM32H757BI,STM32H757BITx,2048 kBytes,1024 kBytes
STM32H757IIT6,STM32H757II,STM32H757IITx,2048 kBytes,1024 kBytes
STM32H757XIH6,STM32H757XI,STM32H757XIHx,2048 kBytes,1024 kBytes
STM32H757ZIY6TR,STM32H757ZI,STM32H757ZIYx,2048 kBytes,1024 kBytes
STM32H7A3AGI6Q,STM32H7A3AG,STM32H7A3AGIxQ,1024 kBytes,1184 kBytes
STM32H7A3AII6Q,STM32H7A3AI,STM32H7A3AIIxQ,2048 kBytes,1184 kBytes
STM32H7A3IGK6,STM32H7A3IG,STM32H7A3IGKx,1024 kBytes,1184 kBytes
STM32H7A3IGK6Q,STM32H7A3IG,STM32H7A3IGKxQ,1024 kBytes,1184 kBytes
STM32H7A3IGT6,STM32H7A3IG,STM32H7A3IGTx,1024 kBytes,1184 kBytes
STM32H7A3IGT6Q,STM32H7A3IG,STM32H7A3IGTxQ,1024 kBytes,1184 kBytes
STM32H7A3IIK6,STM32H7A3II,STM32H7A3IIKx,2048 kBytes,1184 kBytes
STM32H7A3IIK6Q,STM32H7A3II,STM32H7A3IIKxQ,2048 kBytes,1184 kBytes
STM32H7A3IIK6QTR,STM32H7A3II,STM32H7A3IIKxQ,2048 kBytes,1184 kBytes
STM32H7A3IIT6,STM32H7A3II,STM32H7A3IITx,2048 kBytes,1184 kBytes
STM32H7A3IIT6Q,STM32H7A3II,STM32H7A3IITxQ,2048 kBytes,1184 kBytes
STM32H7A3LGH6Q,STM32H7A3LG,STM32H7A3LGHxQ,1024 kBytes,1184 kBytes
STM32H7A3LIH6Q,STM32H7A3LI,STM32H7A3LIHxQ,2048 kBytes,1184 kBytes
STM32H7A3NGH6,STM32H7A3NG,STM32H7A3NGHx,1024 kBytes,1184 kBytes
STM32H7A3NIH6,STM32H7A3NI,STM32H7A3NIHx,2048 kBytes,1184 kBytes
STM32H7A3QIY6QTR,STM32H7A3QI,STM32H7A3QIYxQ,2048 kBytes,1184 kBytes
STM32H7A3RGT6,STM32H7A3RG,STM32H7A3RGTx,1024 kBytes,1184 kBytes
STM32H7A3RIT6,STM32H7A3RI,STM32H7A3RITx,2048 kBytes,1184 kBytes
STM32H7A3RIT6TR,STM32H7A3RI,STM32H7A3RITx,2048 kBytes,1184 kBytes
STM32H7A3VGH6,STM32H7A3VG,STM32H7A3VGHx,1024 kBytes,1184 kBytes
STM32H7A3VGH6Q,STM32H7A3VG,STM32H7A3VGHxQ,1024 kBytes,1184 kBytes
STM32H7A3VGT6,STM32H7A3VG,STM32H7A3VGTx,1024 kBytes,1184 kBytes
STM32H7A3VGT6Q,STM32H7A3VG,STM32H7A3VGTxQ,1024 kBytes,1184 kBytes
STM32H7A3VIH6,STM32H7A3VI,STM32H7A3VIHx,2048 kBytes,1184 kBytes
STM32H7A3VIH6Q,STM32H7A3VI,STM32H7A3VIHxQ,2048 kBytes,1184 kBytes
STM32H7A3VIT6,STM32H7A3VI,STM32H7A3VITx,2048 kBytes,1184 kBytes
STM32H7A3VIT6Q,STM32H7A3VI,STM32H7A3VITxQ,2048 kBytes,1184 kBytes
STM32H7A3ZGT6,STM32H7A3ZG,STM32H7A3ZGTx,1024 kBytes,1184 kBytes
STM32H7A3ZGT6Q,STM32H7A3ZG,STM32H7A3ZGTxQ,1024 kBytes,1184 kBytes
STM32H7A3ZIT6,STM32H7A3ZI,STM32H7A3ZITx,2048 kBytes,1184 kBytes
STM32H7A3ZIT6Q,STM32H7A3ZI,STM32H7A3ZITxQ,2048 kBytes,1184 kBytes
STM32H7B0ABI6Q,STM32H7B0AB,STM32H7B0ABIxQ,128 kBytes,1184 kBytes
STM32H7B0IBK6Q,STM32H7B0IB,STM32H7B0IBKxQ,128 kBytes,1184 kBytes
STM32H7B0IBT6,STM32H7B0IB,STM32H7B0IBTx,128 kBytes,1184 kBytes
STM32H7B0RBT6,STM32H7B0RB,STM32H7B0RBTx,128 kBytes,1184 kBytes
STM32H7B0VBT6,STM32H7B0VB,STM32H7B0VBTx,128 kBytes,1184 kBytes
STM32H7B0VBT6TR,STM32H7B0VB,STM32H7B0VBTx,128 kBytes,1184 kBytes
STM32H7B0ZBT6,STM32H7B0ZB,STM32H7B0ZBTx,128 kBytes,1184 kBytes
STM32H7B3AII6Q,STM32H7B3AI,STM32H7B3AIIxQ,2048 kBytes,1184 kBytes
STM32H7B3IIK6,STM32H7B3II,STM32H7B3IIKx,2048 kBytes,1184 kBytes
STM32H7B3IIK6Q,STM32H7B3II,STM32H7B3IIKxQ,2048 kBytes,1184 kBytes
STM32H7B3IIT6,STM32H7B3II,STM32H7B3IITx,2048 kBytes,1184 kBytes
STM32H7B3IIT6Q,STM32H7B3II,STM32H7B3IITxQ,2048 kBytes,1184 kBytes
STM32H7B3LIH6Q,STM32H7B3LI,STM32H7B3LIHxQ,2048 kBytes,1184 kBytes
STM32H7B3NIH6,STM32H7B3NI,STM32H7B3NIHx,2048 kBytes,1184 kBytes
STM32H7B3QIY6QTR,STM32H7B3QI,STM32H7B3QIYxQ,2048 kBytes,1184 kBytes
STM32H7B3RIT6,STM32H7B3RI,STM32H7B3RITx,2048 kBytes,1184 kBytes
STM32H7B3VIH6,STM32H7B3VI,STM32H7B3VIHx,2048 kBytes,1184 kBytes
STM32H7B3VIH6Q,STM32H7B3VI,STM32H7B3VIHxQ,2048 kBytes,1184 kBytes
STM32H7B3VIT6,STM32H7B3VI,STM32H7B3VITx,2048 kBytes,1184 kBytes
STM32H7B3VIT6Q,STM32H7B3VI,STM32H7B3VITxQ,2048 kBytes,1184 kBytes
STM32H7B3ZIT6,STM32H7B3ZI,STM32H7B3ZITx,2048 kBytes,1184 kBytes
STM32H7B3ZIT6Q,STM32H7B3ZI,STM32H7B3ZITxQ,2048 kBytes,1184 kBytes
STM32L010C6T6,STM32L010C6,STM32L010C6Tx,32 kBytes,8 kBytes
STM32L010C6T6TR,STM32L010C6,STM32L010C6Tx,32 kBytes,8 kBytes
STM32L010F4P6,STM32L010F4,STM32L010F4Px,16 kBytes,2 kBytes
STM32L010F4P6TR,STM32L010F4,STM32L010F4Px,16 kBytes,2 kBytes
STM32L010K4T6,STM32L010K4,STM32L010K4Tx,16 kBytes,2 kBytes
STM32L010K4T6TR,STM32L010K4,STM32L010K4Tx,16 kBytes,2 kBytes
STM32L010K8T6,STM32L010K8,STM32L010K8Tx,64 kBytes,8 kBytes
STM32L010K8T6TR,STM32L010K8,STM32L010K8Tx,64 kBytes,8 kBytes
STM32L010R8T6,STM32L010R8,STM32L010R8Tx,64 kBytes,8 kBytes
STM32L010RBT6,STM32L010RB,STM32L010RBTx,128 kBytes,20 kBytes
STM32L010RBT6TR,STM32L010RB,STM32L010RBTx,128 kBytes,20 kBytes
STM32L011D3P6,STM32L011D3,STM32L011D3Px,8 kBytes,2 kBytes
STM32L011D3P6TR,STM32L011D3,STM32L011D3Px,8 kBytes,2 kBytes
STM32L011D4P6,STM32L011D4,STM32L011D4Px,16 kBytes,2 kBytes
STM32L011D4P6TR,STM32L011D4,STM32L011D4Px,16 kBytes,2 kBytes
STM32L011D4P7,STM32L011D4,STM32L011D4Px,16 kBytes,2 kBytes
STM32L011E3Y6TR,STM32L011E3,STM32L011E3Yx,8 kBytes,2 kBytes
STM32L011E4Y6TR,STM32L011E4,STM32L011E4Yx,16 kBytes,2 kBytes
STM32L011F3P6,STM32L011F3,STM32L011F3Px,8 kBytes,2 kBytes
STM32L011F3P6TR,STM32L011F3,STM32L011F3Px,8 kBytes,2 kBytes
STM32L011F3U3TR,STM32L011F3,STM32L011F3Ux,8 kBytes,2 kBytes
STM32L011F3U6TR,STM32L011F3,STM32L011F3Ux,8 kBytes,2 kBytes
STM32L011F4P6,STM32L011F4,STM32L011F4Px,16 kBytes,2 kBytes
STM32L011F4P6TR,STM32L011F4,STM32L011F4Px,16 kBytes,2 kBytes
STM32L011F4U3TR,STM32L011F4,STM32L011F4Ux,16 kBytes,2 kBytes
STM32L011F4U6TR,STM32L011F4,STM32L011F4Ux,16 kBytes,2 kBytes
STM32L011G3U6,STM32L011G3,STM32L011G3Ux,8 kBytes,2 kBytes
STM32L011G3U6TR,STM32L011G3,STM32L011G3Ux,8 kBytes,2 kBytes
STM32L011G3U7,STM32L011G3,STM32L011G3Ux,8 kBytes,2 kBytes
STM32L011G4U6,STM32L011G4,STM32L011G4Ux,16 kBytes,2 kBytes
STM32L011G4U6TR,STM32L011G4,STM32L011G4Ux,16 kBytes,2 kBytes
STM32L011G4U7,STM32L011G4,STM32L011G4Ux,16 kBytes,2 kBytes
STM32L011K3U6,STM32L011K3,STM32L011K3Ux,8 kBytes,2 kBytes
STM32L011K4T6,STM32L011K4,STM32L011K4Tx,16 kBytes,2 kBytes
STM32L011K4T6D,STM32L011K4,STM32L011K4Tx,16 kBytes,2 kBytes
STM32L011K4T6TR,STM32L011K4,STM32L011K4Tx,16 kBytes,2 kBytes
STM32L011K4T7,STM32L011K4,STM32L011K4Tx,16 kBytes,2 kBytes
STM32L011K4U3,STM32L011K4,STM32L011K4Ux,16 kBytes,2 kBytes
STM32L011K4U3TR,STM32L011K4,STM32L011K4Ux,16 kBytes,2 kBytes
STM32L011K4U6,STM32L011K4,STM32L011K4Ux,16 kBytes,2 kBytes
STM32L011K4U6TR,STM32L011K4,STM32L011K4Ux,16 kBytes,2 kBytes
STM32L011K4U7,STM32L011K4,STM32L011K4Ux,16 kBytes,2 kBytes
STM32L021D4P6,STM32L021D4,STM32L021D4Px,16 kBytes,2 kBytes
STM32L021D4P7,STM32L021D4,STM32L021D4Px,16 kBytes,2 kBytes
STM32L021D4P7D,STM32L021D4,STM32L021D4Px,16 kBytes,2 kBytes
STM32L021D4P7DTR,STM32L021D4,STM32L021D4Px,16 kBytes,2 kBytes
STM32L021D4P7TR,STM32L021D4,STM32L021D4Px,16 kBytes,2 kBytes
STM32L021F4U6TR,STM32L021F4,STM32L021F4Ux,16 kBytes,2 kBytes
STM32L021F4U7TR,STM32L021F4,STM32L021F4Ux,16 kBytes,2 kBytes
STM32L021G4U6,STM32L021G4,STM32L021G4Ux,16 kBytes,2 kBytes
STM32L021G4U7,STM32L021G4,STM32L021G4Ux,16 kBytes,2 kBytes
STM32L021K4T6,STM32L021K4,STM32L021K4Tx,16 kBytes,2 kBytes
STM32L021K4T7,STM32L021K4,STM32L021K4Tx,16 kBytes,2 kBytes
STM32L031C4T6,STM32L031C4,STM32L031C4Tx,16 kBytes,8 kBytes
STM32L031C4U6,STM32L031C4,STM32L031C4Ux,16 kBytes,8 kBytes
STM32L031C6T6,STM32L031C6,STM32L031C6Tx,32 kBytes,8 kBytes
STM32L031C6T7,STM32L031C6,STM32L031C6Tx,32 kBytes,8 kBytes
STM32L031C6T7D,STM32L031C6,STM32L031C6Tx,32 kBytes,8 kBytes
STM32L031C6U3,STM32L031C6,STM32L031C6Ux,32 kBytes,8 kBytes
STM32L031C6U6,STM32L031C6,STM32L031C6Ux,32 kBytes,8 kBytes
STM32L031C6U6TR,STM32L031C6,STM32L031C6Ux,32 kBytes,8 kBytes
STM32L031E4Y6TR,STM32L031E4,STM32L031E4Yx,16 kBytes,8 kBytes
STM32L031E6Y6DTR,STM32L031E6,STM32L031E6Yx,32 kBytes,8 kBytes
STM32L031E6Y6TR,STM32L031E6,STM32L031E6Yx,32 kBytes,8 kBytes
STM32L031F4P3,STM32L031F4,STM32L031F4Px,16 kBytes,8 kBytes
STM32L031F4P6,STM32L031F4,STM32L031F4Px,16 kBytes,8 kBytes
STM32L031F4P7,STM32L031F4,STM32L031F4Px,16 kBytes,8 kBytes
STM32L031F6P6,STM32L031F6,STM32L031F6Px,32 kBytes,8 kBytes
STM32L031F6P6TR,STM32L031F6,STM32L031F6Px,32 kBytes,8 kBytes
STM32L031F6P7,STM32L031F6,STM32L031F6Px,32 kBytes,8 kBytes
STM32L031F6P7TR,STM32L031F6,STM32L031F6Px,32 kBytes,8 kBytes
STM32L031G4U6,STM32L031G4,STM32L031G4Ux,16 kBytes,8 kBytes
STM32L031G4U6TR,STM32L031G4,STM32L031G4Ux,16 kBytes,8 kBytes
STM32L031G6U3,STM32L031G6,STM32L031G6Ux,32 kBytes,8 kBytes
STM32L031G6U3TR,STM32L031G6,STM32L031G6Ux,32 kBytes,8 kBytes
STM32L031G6U6,STM32L031G6,STM32L031G6Ux,32 kBytes,8 kBytes
STM32L031G6U6S,STM32L031G6,STM32L031G6UxS,32 kBytes,8 kBytes
STM32L031G6U6STR,STM32L031G6,STM32L031G6UxS,32 kBytes,8 kBytes
STM32L031G6U6TR,STM32L031G6,STM32L031G6Ux,32 kBytes,8 kBytes
STM32L031G6U7,STM32L031G6,STM32L031G6Ux,32 kBytes,8 kBytes
STM32L031G6U7S,STM32L031G6,STM32L031G6UxS,32 kBytes,8 kBytes
STM32L031G6U7STR,STM32L031G6,STM32L031G6UxS,32 kBytes,8 kBytes
STM32L031G6U7TR,STM32L031G6,STM32L031G6Ux,32 kBytes,8 kBytes
STM32L031K4U6,STM32L031K4,STM32L031K4Ux,16 kBytes,8 kBytes
STM32L031K4U6TR,STM32L031K4,STM32L031K4Ux,16 kBytes,8 kBytes
STM32L031K6T3,STM32L031K6,STM32L031K6Tx,32 kBytes,8 kBytes
STM32L031K6T3TR,STM32L031K6,STM32L031K6Tx,32 kBytes,8 kBytes
STM32L031K6T6,STM32L031K6,STM32L031K6Tx,32 kBytes,8 kBytes
STM32L031K6T6TR,STM32L031K6,STM32L031K6Tx,32 kBytes,8 kBytes
STM32L031K6T7,STM32L031K6,STM32L031K6Tx,32 kBytes,8 kBytes
STM32L031K6U3,STM32L031K6,STM32L031K6Ux,32 kBytes,8 kBytes
STM32L031K6U3TR,STM32L031K6,STM32L031K6Ux,32 kBytes,8 kBytes
STM32L031K6U6,STM32L031K6,STM32L031K6Ux,32 kBytes,8 kBytes
STM32L031K6U6TR,STM32L031K6,STM32L031K6Ux,32 kBytes,8 kBytes
STM32L031K6U7,STM32L031K6,STM32L031K6Ux,32 kBytes,8 kBytes
STM32L041C6T6TR,STM32L041C6,STM32L041C6Tx,32 kBytes,8 kBytes
STM32L041C6T7,STM32L041C6,STM32L041C6Tx,32 kBytes,8 kBytes
STM32L041C6U6,STM32L041C6,STM32L041C6Ux,32 kBytes,8 kBytes
STM32L041E6Y6DTR,STM32L041E6,STM32L041E6Yx,32 kBytes,8 kBytes
STM32L041E6Y6TR,STM32L041E6,STM32L041E6Yx,32 kBytes,8 kBytes
STM32L041F6P7,STM32L041F6,STM32L041F6Px,32 kBytes,8 kBytes
STM32L041G6U6STR,STM32L041G6,STM32L041G6UxS,32 kBytes,8 kBytes
STM32L041G6U7,STM32L041G6,STM32L041G6Ux,32 kBytes,8 kBytes
STM32L041K6T7,STM32L041K6,STM32L041K6Tx,32 kBytes,8 kBytes
STM32L041K6U6,STM32L041K6,STM32L041K6Ux,32 kBytes,8 kBytes
STM32L041K6U6D,STM32L041K6,STM32L041K6Ux,32 kBytes,8 kBytes
STM32L041K6U6TR,STM32L041K6,STM32L041K6Ux,32 kBytes,8 kBytes
STM32L041K6U7,STM32L041K6,STM32L041K6Ux,32 kBytes,8 kBytes
STM32L051C6T6,STM32L051C6,STM32L051C6Tx,32 kBytes,8 kBytes
STM32L051C6T6TR,STM32L051C6,STM32L051C6Tx,32 kBytes,8 kBytes
STM32L051C6U6,STM32L051C6,STM32L051C6Ux,32 kBytes,8 kBytes
STM32L051C8T3,STM32L051C8,STM32L051C8Tx,64 kBytes,8 kBytes
STM32L051C8T6,STM32L051C8,STM32L051C8Tx,64 kBytes,8 kBytes
STM32L051C8T6TR,STM32L051C8,STM32L051C8Tx,64 kBytes,8 kBytes
STM32L051C8T7,STM32L051C8,STM32L051C8Tx,64 kBytes,8 kBytes
STM32L051C8T7TR,STM32L051C8,STM32L051C8Tx,64 kBytes,8 kBytes
STM32L051C8U6,STM32L051C8,STM32L051C8Ux,64 kBytes,8 kBytes
STM32L051K6T6,STM32L051K6,STM32L051K6Tx,32 kBytes,8 kBytes
STM32L051K6T6TR,STM32L051K6,STM32L051K6Tx,32 kBytes,8 kBytes
STM32L051K6U6,STM32L051K6,STM32L051K6Ux,32 kBytes,8 kBytes
STM32L051K6U6TR,STM32L051K6,STM32L051K6Ux,32 kBytes,8 kBytes
STM32L051K8T6,STM32L051K8,STM32L051K8Tx,64 kBytes,8 kBytes
STM32L051K8T6TR,STM32L051K8,STM32L051K8Tx,64 kBytes,8 kBytes
STM32L051K8T7,STM32L051K8,STM32L051K8Tx,64 kBytes,8 kBytes
STM32L051K8U3,STM32L051K8,STM32L051K8Ux,64 kBytes,8 kBytes
STM32L051K8U3TR,STM32L051K8,STM32L051K8Ux,64 kBytes,8 kBytes
STM32L051K8U6,STM32L051K8,STM32L051K8Ux,64 kBytes,8 kBytes
STM32L051K8U6DTR,STM32L051K8,STM32L051K8Ux,64 kBytes,8 kBytes
STM32L051K8U6TR,STM32L051K8,STM32L051K8Ux,64 kBytes,8 kBytes
STM32L051K8U7,STM32L051K8,STM32L051K8Ux,64 kBytes,8 kBytes
STM32L051K8U7TR,STM32L051K8,STM32L051K8Ux,64 kBytes,8 kBytes
STM32L051R6H6,STM32L051R6,STM32L051R6Hx,32 kBytes,8 kBytes
STM32L051R6T6,STM32L051R6,STM32L051R6Tx,32 kBytes,8 kBytes
STM32L051R8H6,STM32L051R8,STM32L051R8Hx,64 kBytes,8 kBytes
STM32L051R8H6TR,STM32L051R8,STM32L051R8Hx,64 kBytes,8 kBytes
STM32L051R8H7,STM32L051R8,STM32L051R8Hx,64 kBytes,8 kBytes
STM32L051R8T6,STM32L051R8,STM32L051R8Tx,64 kBytes,8 kBytes
STM32L051R8T6TR,STM32L051R8,STM32L051R8Tx,64 kBytes,8 kBytes
STM32L051R8T7,STM32L051R8,STM32L051R8Tx,64 kBytes,8 kBytes
STM32L051T6Y6TR,STM32L051T6,STM32L051T6Yx,32 kBytes,8 kBytes
STM32L051T8Y6DTR,STM32L051T8,STM32L051T8Yx,64 kBytes,8 kBytes
STM32L051T8Y6TR,STM32L051T8,STM32L051T8Yx,64 kBytes,8 kBytes
STM32L051T8Y7DTR,STM32L051T8,STM32L051T8Yx,64 kBytes,8 kBytes
STM32L052C6T6,STM32L052C6,STM32L052C6Tx,32 kBytes,8 kBytes
STM32L052C6U6,STM32L052C6,STM32L052C6Ux,32 kBytes,8 kBytes
STM32L052C8T6,STM32L052C8,STM32L052C8Tx,64 kBytes,8 kBytes
STM32L052C8T6D,STM32L052C8,STM32L052C8Tx,64 kBytes,8 kBytes
STM32L052C8T6TR,STM32L052C8,STM32L052C8Tx,64 kBytes,8 kBytes
STM32L052C8T7,STM32L052C8,STM32L052C8Tx,64 kBytes,8 kBytes
STM32L052C8U6,STM32L052C8,STM32L052C8Ux,64 kBytes,8 kBytes
STM32L052K6T6,STM32L052K6,STM32L052K6Tx,32 kBytes,8 kBytes
STM32L052K6U6,STM32L052K6,STM32L052K6Ux,32 kBytes,8 kBytes
STM32L052K6U6TR,STM32L052K6,STM32L052K6Ux,32 kBytes,8 kBytes
STM32L052K6U7,STM32L052K6,STM32L052K6Ux,32 kBytes,8 kBytes
STM32L052K8T6,STM32L052K8,STM32L052K8Tx,64 kBytes,8 kBytes
STM32L052K8T6D,STM32L052K8,STM32L052K8Tx,64 kBytes,8 kBytes
STM32L052K8T6TR,STM32L052K8,STM32L052K8Tx,64 kBytes,8 kBytes
STM32L052K8T7,STM32L052K8,STM32L052K8Tx,64 kBytes,8 kBytes
STM32L052K8U3,STM32L052K8,STM32L052K8Ux,64 kBytes,8 kBytes
STM32L052K8U3TR,STM32L052K8,STM32L052K8Ux,64 kBytes,8 kBytes
STM32L052K8U6,STM32L052K8,STM32L052K8Ux,64 kBytes,8 kBytes
STM32L052K8U6D,STM32L052K8,STM32L052K8Ux,64 kBytes,8 kBytes
STM32L052K8U6DTR,STM32L052K8,STM32L052K8Ux,64 kBytes,8 kBytes
